brand,Model,year,number_of_cylinders,engine_capacity_in_liters,engine_type,transmission,mixed_fuel_consumption_per_100_km_l,CO2_emissions_g/km
Mitsubishi,Eclipse,2011,6,3.8,Gasoline,Manual,12.05,
Mitsubishi,Eclipse,2011,6,3.8,Gasoline,Manual,12.05,
Mitsubishi,Montero Sport,1999,6,3,Gasoline,Automatic,12.15,
Mitsubishi,Montero Sport,2004,6,3,Gasoline,Automatic,12.15,
Mitsubishi,Eclipse,2009,6,3.8,Gasoline,Automatic,12.25,
Mitsubishi,Eclipse,2011,6,3.8,Gasoline,Automatic,12.25,
Mitsubishi,Eclipse,2011,6,3.8,Gasoline,Automatic,12.25,
Mitsubishi,Space Wagon,2004,6,3,Gasoline,Automatic,12.3,
Mitsubishi,Space Wagon,2004,6,3,Gasoline,Automatic,12.3,
Mitsubishi,Lancer Evolution,2005,4,2,Gasoline,Manual,12.45,
Mitsubishi,Montero Sport,1999,6,3.5,Gasoline,Automatic,12.5,
Mitsubishi,Montero Sport,2004,6,3.5,Gasoline,Automatic,12.5,
Mitsubishi,Proudia,2001,6,3.5,Gasoline,Automatic,12.5,
Mitsubishi,Lancer Evolution,2007,4,2,Gasoline,Manual,12.7,
Mitsubishi,Montero Sport,1999,6,3,Gasoline,Manual,12.8,
Mitsubishi,Montero Sport,2004,6,3,Gasoline,Automatic,12.8,
Mitsubishi,Montero Sport,2004,6,3,Gasoline,Manual,12.8,
Mitsubishi,Montero,1991,6,3,Gasoline,Automatic,12.85,
Mitsubishi,Montero,1991,6,3,Gasoline,Manual,12.85,
Mitsubishi,Pajero,1991,6,3,Gasoline,Automatic,12.85,
Mitsubishi,Pajero,1991,6,3,Gasoline,Manual,12.85,
Mitsubishi,Montero,2020,6,3,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2011,6,3,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2020,6,3,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2020,6,3,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2015,6,3,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2014,6,3,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2020,6,3.5,Gasoline,Manual,12.9,
Mitsubishi,Pajero,2014,6,3.5,Gasoline,Manual,12.9,
Mitsubishi,Montero,2020,6,3,Gasoline,Automatic,12.95,
Mitsubishi,Pajero,2011,6,3,Gasoline,Automatic,12.95,
Mitsubishi,Pajero,2020,6,3,Gasoline,Automatic,12.95,
Mitsubishi,Pajero,2020,6,3,Gasoline,Automatic,12.95,
Mitsubishi,Pajero,2015,6,3,Gasoline,Automatic,12.95,
Mitsubishi,Pajero,2014,6,3,Gasoline,Automatic,12.95,
Mitsubishi,Montero,2003,4,2.8,Diesel,Manual,13,
Mitsubishi,Montero,2006,4,2.8,Diesel,Manual,13,
Mitsubishi,Pajero,2003,4,2.8,Diesel,Manual,13,
Mitsubishi,Lancer Evolution,2020,4,2,Gasoline,Manual,13.05,
Mitsubishi,Montero,1998,4,2.8,Diesel,Automatic,13.1,
Mitsubishi,Montero,1998,4,2.8,Diesel,Manual,13.1,
Mitsubishi,Montero,1999,4,2.8,Diesel,Automatic,13.1,
Mitsubishi,Montero,1999,4,2.8,Diesel,Manual,13.1,
Mitsubishi,Pajero,1997,4,2.8,Diesel,Automatic,13.1,
Mitsubishi,Pajero,1997,4,2.8,Diesel,Manual,13.1,
Mitsubishi,Pajero,1999,4,2.8,Diesel,Automatic,13.1,
Mitsubishi,Pajero,1999,4,2.8,Diesel,Manual,13.1,
Mitsubishi,Montero,1991,6,3,Gasoline,Manual,13.15,
Mitsubishi,Pajero,1991,6,3,Gasoline,Manual,13.15,
Mitsubishi,Pajero,2015,6,3,Gasoline,Manual,13.15,
Mitsubishi,Montero,1998,6,3,Gasoline,Automatic,13.25,
Mitsubishi,Montero,1998,6,3,Gasoline,Manual,13.25,
Mitsubishi,Montero,1999,6,3,Gasoline,Automatic,13.25,
Mitsubishi,Montero,1999,6,3,Gasoline,Manual,13.25,
Mitsubishi,Pajero,1997,6,3,Gasoline,Automatic,13.25,
Mitsubishi,Pajero,1997,6,3,Gasoline,Manual,13.25,
Mitsubishi,Pajero Sport,2005,6,3,Gasoline,Automatic,13.25,
Mitsubishi,Pajero Sport,2005,6,3,Gasoline,Manual,13.25,
Mitsubishi,Pajero Sport,2008,6,3,Gasoline,Manual,13.25,
Mitsubishi,Pajero Sport,2013,6,3,Gasoline,Manual,13.25,
Mitsubishi,Pajero Sport,2013,6,3,Gasoline,Automatic,13.25,
Mitsubishi,Pajero Sport,2016,6,3,Gasoline,Automatic,13.25,
Mitsubishi,Montero Sport,1999,6,3.5,Gasoline,Automatic,13.25,
Mitsubishi,Montero Sport,2004,6,3.5,Gasoline,Automatic,13.25,
Mitsubishi,Montero,2003,4,2.8,Diesel,Automatic,13.3,
Mitsubishi,Montero,2006,4,2.8,Diesel,Automatic,13.3,
Mitsubishi,Pajero,2003,4,2.8,Diesel,Automatic,13.3,
Mitsubishi,Pajero Sport,2005,6,3,Gasoline,Automatic,13.3,
Mitsubishi,Pajero Sport,2005,6,3,Gasoline,Manual,13.3,
Mitsubishi,Pajero Sport,2008,6,3,Gasoline,Automatic,13.3,
Mitsubishi,Pajero Sport,2008,6,3,Gasoline,Manual,13.3,
Mitsubishi,3000 GT,2001,6,3,Gasoline,Manual,13.45,
Mitsubishi,Montero,1998,6,3,Gasoline,Automatic,13.45,
Mitsubishi,Montero,1999,6,3,Gasoline,Automatic,13.45,
Mitsubishi,Pajero,1997,6,3,Gasoline,Automatic,13.45,
Mitsubishi,Pajero,1999,6,3,Gasoline,Automatic,13.45,
Mitsubishi,Proudia,2001,6,4.5,Gasoline,Automatic,13.5,
Mitsubishi,Space Gear,2007,4,2.4,Gasoline,Manual,13.6,
Mitsubishi,Montero,1998,6,3,Gasoline,Manual,13.6,
Mitsubishi,Montero,1999,6,3,Gasoline,Manual,13.6,
Mitsubishi,Pajero,1997,6,3,Gasoline,Manual,13.6,
Mitsubishi,Pajero,1999,6,3,Gasoline,Manual,13.6,
Mitsubishi,Pajero,2020,6,3,Gasoline,Automatic,13.6,
Mitsubishi,Pajero,2020,6,3,Gasoline,Automatic,13.6,
Mitsubishi,Montero,2003,6,3.5,Gasoline,Manual,13.7,
Mitsubishi,Montero,2006,6,3.5,Gasoline,Manual,13.7,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Manual,13.7,
Mitsubishi,Montero,1991,6,3,Gasoline,Automatic,13.8,
Mitsubishi,Pajero,1991,6,3,Gasoline,Automatic,13.8,
Mitsubishi,Pajero,2015,6,3,Gasoline,Automatic,13.8,
Mitsubishi,Montero,2003,6,3.5,Gasoline,Manual,13.9,
Mitsubishi,Montero,2006,6,3.5,Gasoline,Manual,13.9,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Manual,13.9,
Mitsubishi,Pajero,2006,6,3.5,Gasoline,Manual,13.9,
Mitsubishi,Lancer Evolution,2005,4,2,Gasoline,Manual,14,
Mitsubishi,Pajero Sport,2008,6,3,Gasoline,Automatic,14.15,
Mitsubishi,Montero,2003,6,3.5,Gasoline,Automatic,14.15,
Mitsubishi,Montero,2006,6,3.5,Gasoline,Automatic,14.15,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Automatic,14.15,
Mitsubishi,Pajero,2006,6,3.5,Gasoline,Automatic,14.15,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Manual,14.2,
Mitsubishi,Montero,1999,6,3,Gasoline,Automatic,14.25,
Mitsubishi,Montero,1999,6,3,Gasoline,Manual,14.25,
Mitsubishi,Montero,2003,6,3,Gasoline,Manual,14.25,
Mitsubishi,Montero,2006,6,3,Gasoline,Manual,14.25,
Mitsubishi,Pajero,1997,6,3,Gasoline,Automatic,14.25,
Mitsubishi,Pajero,1997,6,3,Gasoline,Manual,14.25,
Mitsubishi,Pajero,1999,6,3,Gasoline,Automatic,14.25,
Mitsubishi,Pajero,1999,6,3,Gasoline,Manual,14.25,
Mitsubishi,Pajero,2003,6,3,Gasoline,Manual,14.25,
Mitsubishi,Montero,2003,6,3,Gasoline,Automatic,14.4,
Mitsubishi,Montero,2006,6,3,Gasoline,Automatic,14.4,
Mitsubishi,Pajero,2003,6,3,Gasoline,Automatic,14.4,
Mitsubishi,Montero,2020,6,3.8,Gasoline,Automatic,14.4,
Mitsubishi,Pajero,2011,6,3.8,Gasoline,Automatic,14.4,
Mitsubishi,Lancer Evolution,2005,4,2,Gasoline,Manual,14.425,
Mitsubishi,Lancer Evolution,2007,4,2,Gasoline,Manual,14.45,
Mitsubishi,Pajero,1997,6,3.5,Gasoline,Manual,14.45,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Manual,14.45,
Mitsubishi,Pajero,2006,6,3.5,Gasoline,Manual,14.45,
Mitsubishi,Montero,2003,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Montero,2006,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Montero,2020,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Pajero,2011,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Pajero,2020,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Pajero,2020,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Pajero,2015,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Pajero,2014,6,3.8,Gasoline,Automatic,14.45,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Automatic,14.55,
Mitsubishi,Montero,1998,6,3.5,Gasoline,Automatic,14.65,
Mitsubishi,Montero,1998,6,3.5,Gasoline,Manual,14.65,
Mitsubishi,Montero,1999,6,3.5,Gasoline,Automatic,14.65,
Mitsubishi,Montero,1999,6,3.5,Gasoline,Manual,14.65,
Mitsubishi,Pajero,1997,6,3.5,Gasoline,Automatic,14.65,
Mitsubishi,Pajero,1997,6,3.5,Gasoline,Manual,14.65,
Mitsubishi,Pajero,1999,6,3.5,Gasoline,Automatic,14.65,
Mitsubishi,Pajero,1999,6,3.5,Gasoline,Manual,14.65,
Mitsubishi,Montero,2003,6,3.5,Gasoline,Manual,14.85,
Mitsubishi,Montero,2006,6,3.5,Gasoline,Manual,14.85,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Manual,14.85,
Mitsubishi,Pajero,2006,6,3.5,Gasoline,Manual,14.85,
Mitsubishi,Pajero,1997,6,3.5,Gasoline,Automatic,14.95,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Automatic,14.95,
Mitsubishi,Pajero,2006,6,3.5,Gasoline,Automatic,14.95,
Mitsubishi,Montero,2003,6,3.5,Gasoline,Automatic,15.3,
Mitsubishi,Montero,2006,6,3.5,Gasoline,Automatic,15.3,
Mitsubishi,Pajero,1999,6,3.5,Gasoline,Manual,15.3,
Mitsubishi,Pajero,2003,6,3.5,Gasoline,Automatic,15.3,
Mitsubishi,Pajero,2006,6,3.5,Gasoline,Automatic,15.3,
Morgan,Plus 8,2000,8,3.9,Gasoline,Manual,5.5,
Morgan,4-Apr,2008,4,1.8,Gasoline,Manual,8.5,
Morgan,Plus 8,2000,8,3.5,Gasoline,Manual,8.5,
Morgan,Plus 4,1992,4,2,Gasoline,Manual,9.5,
Morgan,Aero 8,2006,8,4.4,Gasoline,Manual,13,
Morgan,Aero 8,2010,8,4.4,Gasoline,Manual,13,
Moskvich,Duet,2001,4,2,Gasoline,Manual,8.15,
Moskvich,Knyaz Vladimir,2001,4,1.7,Gasoline,Manual,3.1,
Moskvich,Knyaz Vladimir,2001,4,1.8,Gasoline,Manual,3.1,
Moskvich,Knyaz Vladimir,2001,4,1.7,Gasoline,Manual,3.25,
Moskvich,Knyaz Vladimir,2001,4,2,Gasoline,Manual,8.2,
Moskvich,Svyatogor,2002,4,1.7,Gasoline,Manual,8,
Moskvich,Knyaz Vladimir,2001,4,2,Gasoline,Manual,8.65,
Moskvich,Ivan Kalita,2001,4,2,Gasoline,Manual,8.75,
Moskvich,Ivan Kalita,2001,4,2,Gasoline,Manual,9.15,
Moskvich,423,2000,4,1.4,Gasoline,Manual,9.25,
Moskvich,412,1997,4,1.5,Gasoline,Manual,9.6,
Nissan,Pulsar,1995,4,1.7,Diesel,Manual,1.55,
Nissan,Pulsar,1997,4,2,Diesel,Manual,1.55,
Nissan,Pulsar,2000,4,2,Diesel,Manual,1.55,
Nissan,Pulsar,1995,4,1.7,Diesel,Automatic,1.9,
Nissan,Pulsar,1997,4,2,Diesel,Automatic,1.9,
Nissan,Pulsar,2000,4,2,Diesel,Automatic,1.9,
Nissan,Pulsar,1997,4,2,Diesel,Manual,2,
Nissan,Pulsar,2000,4,2,Diesel,Manual,2,
Nissan,Cedric,2002,6,2.8,Diesel,Manual,2.4,
Nissan,Cedric,2009,6,2.8,Diesel,Manual,2.4,
Nissan,Sunny,1998,4,1.5,Gasoline,Manual,2.55,
Nissan,Homy,1997,4,2,Diesel,Manual,2.55,
Nissan,Bluebird,2001,4,2,Diesel,Manual,2.55,
Nissan,Cedric,2002,6,2.8,Diesel,Automatic,2.6,
Nissan,Cedric,2009,6,2.8,Diesel,Automatic,2.6,
Nissan,Cedric,1995,6,2.8,Diesel,Automatic,2.6,
Nissan,Cedric,1999,6,2.8,Diesel,Automatic,2.6,
Nissan,Gloria,1991,6,2.8,Diesel,Automatic,2.6,
Nissan,Homy,1997,4,2.7,Diesel,Manual,2.65,
Nissan,Cedric,2002,6,2.8,Diesel,Automatic,2.65,
Nissan,Latio,2008,4,1.5,Gasoline,Automatic,2.75,
Nissan,Bluebird,1997,4,2,Diesel,Manual,2.75,
Nissan,Homy,1997,4,2.7,Diesel,Automatic,2.8,
Nissan,Homy,1997,4,2,Diesel,Automatic,2.85,
Nissan,Bluebird,2001,4,1.8,Gasoline,Manual,2.95,
Nissan,Bluebird,2001,4,2,Gasoline,Manual,2.95,
Nissan,Latio,2008,4,1.5,Gasoline,Automatic,3,
Nissan,Pulsar,1990,4,1.3,Gasoline,Manual,3.05,
Nissan,Datsun,1996,4,2.7,Diesel,Manual,3.05,
Nissan,March,2020,3,1.2,Gasoline,Manual,4.45,
Nissan,Micra,2016,3,1.2,Gasoline,Manual,4.45,
Nissan,Note,2020,4,1.2,Gasoline,Manual,4.45,
Nissan,Pulsar,1997,4,1.5,Gasoline,Manual,4.45,
Nissan,Pulsar,2000,4,1.5,Gasoline,Manual,4.45,
Nissan,Cedric,2004,6,3,Gasoline,Automatic,4.45,
Nissan,Note,2016,3,1.2,Gasoline,Manual,4.5,99
Nissan,Bluebird,1997,4,2,Gasoline,Automatic,4.5,
Nissan,Safari,2013,6,2.8,diesel,Manual,4.5,
Nissan,March,2005,4,1.5,Diesel,Manual,4.55,
Nissan,March,2007,4,1.5,Diesel,Manual,4.55,
Nissan,Qashqai,2020,4,1.6,Diesel,Manual,4.55,
Nissan,Cedric,2009,6,2.8,Diesel,Automatic,4.55,
Nissan,Qashqai,2020,4,1.6,Diesel,Manual,4.6,
Nissan,Dualis,2014,4,2,Gasoline,Automatic,8.15,
Nissan,Qashqai,2010,4,2,Gasoline,Automatic,8.15,
Nissan,Qashqai,2014,4,2,Gasoline,Automatic,8.15,
Nissan,Sunny,2020,4,1.8,Gasoline,Manual,8.2,
Nissan,Sunny,2009,4,1.8,Gasoline,Manual,8.2,
Nissan,Almera,2006,4,1.8,Gasoline,Manual,8.2,
Nissan,Bluebird,2001,4,2,Diesel,Automatic,3.1,
Nissan,Homy,1997,4,2.7,Diesel,Manual,3.1,
Nissan,Safari,1997,6,2.8,Diesel,Manual,3.1,
Nissan,Safari,1997,6,4.2,Diesel,Manual,3.1,
Nissan,Bluebird,2012,4,2,Gasoline,Automatic,3.15,
Nissan,Bluebird,1997,4,2,Diesel,Automatic,3.2,
Nissan,Datsun,1996,4,2.7,Diesel,Manual,3.2,
Nissan,Bluebird,2001,4,2,Gasoline,Automatic,3.25,
Nissan,Homy,1997,4,2.7,Diesel,Automatic,3.25,
Nissan,Safari,1997,6,2.8,Diesel,Automatic,3.25,
Nissan,Datsun,2002,4,3.2,Diesel,Manual,3.25,
Nissan,Safari,1997,6,4.2,Diesel,Automatic,3.25,
Nissan,Homy,1997,4,2.7,Diesel,Automatic,3.35,
Nissan,Bluebird,1997,4,1.8,Gasoline,Manual,3.4,
Nissan,Datsun,1996,4,2.7,Diesel,Automatic,3.4,
Nissan,Bluebird,2001,4,1.8,Gasoline,Automatic,3.45,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.45,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.45,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,3.45,
Nissan,Datsun,2002,4,3.2,Diesel,Automatic,3.45,
Nissan,Bluebird,1997,4,1.6,Gasoline,Manual,3.5,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.5,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.5,
Nissan,Bluebird,1991,4,2,Diesel,Automatic,3.5,
Nissan,Bluebird,1991,4,2,Diesel,Manual,3.5,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,3.5,
Nissan,Datsun,1996,4,2,Gasoline,Manual,3.5,
Nissan,Homy,1997,4,2.7,Diesel,Automatic,3.55,
Nissan,Micra,2020,4,1.5,Diesel,Manual,3.6,
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,3.6,
Nissan,Bluebird,2001,4,2,Gasoline,Manual,3.6,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.65,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.65,
Nissan,Note,2016,4,1.5,diesel,Manual,3.7,92
Nissan,Pulsar,2018,4,1.5,diesel,Manual,3.7,94
Nissan,Bluebird,1991,4,1.8,Gasoline,Automatic,3.7,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.7,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,3.7,
Nissan,Bluebird,1997,4,2,Gasoline,Manual,3.75,
Nissan,NV200,2020,4,1.6,Gasoline,Automatic,3.8,
Nissan,Bluebird,1997,4,1.8,Gasoline,Automatic,3.8,
Nissan,Qashqai,2020,4,1.5,Diesel,Manual,3.9,
Nissan,Pao,1990,4,1,Gasoline,Manual,4.4,
Nissan,Primera,2002,4,1.6,Gasoline,Manual,8.25,
Nissan,Lafesta,2020,4,2,Gasoline,Automatic,8.25,
Nissan,Terrano,2020,4,2,Gasoline,Manual,8.25,185
Nissan,Terrano,2020,4,2,Gasoline,Manual,8.25,
Nissan,Wingroad,2020,4,1.5,Gasoline,Automatic,8.3,
Nissan,Almera Tino,2006,4,1.8,Gasoline,Manual,8.3,
Nissan,Bluebird,2003,4,1.8,Gasoline,Automatic,8.3,
Nissan,Bluebird,2005,4,1.8,Gasoline,Automatic,8.3,
Nissan,Primera,2008,4,1.8,Gasoline,Automatic,8.3,
Nissan,Tiida,2008,4,1.8,Gasoline,Manual,8.3,
Nissan,Tiida,2014,4,1.8,Gasoline,Manual,8.3,
Nissan,Qashqai+2,2010,4,2,diesel,Automatic,8.3,
Nissan,Cedric,1999,6,2,Gasoline,Automatic,8.3,
Nissan,Silvia,1996,4,2,Gasoline,Automatic,8.3,
Nissan,Silvia,1996,4,2,Gasoline,Manual,8.3,
Nissan,Silvia,2000,4,2,Gasoline,Automatic,8.3,
Nissan,Silvia,2000,4,2,Gasoline,Manual,8.3,
Nissan,Silvia,1996,4,2.4,Gasoline,Automatic,8.3,
Nissan,Silvia,1996,4,2.4,Gasoline,Manual,8.3,
Nissan,Silvia,2000,4,2.4,Gasoline,Automatic,8.3,
Nissan,Silvia,2000,4,2.4,Gasoline,Manual,8.3,
Nissan,Cedric,1999,6,2.5,Gasoline,Automatic,8.3,
Nissan,Pixo,2013,3,1,Gasoline,Manual,4.605,
Nissan,Micra,2020,3,0.9,Gasoline,Manual,4.65,
Nissan,March,2010,4,1.5,Diesel,Manual,4.7,
Nissan,Qashqai,2014,4,1.6,Diesel,Manual,4.7,
Nissan,Cedric,2009,6,2,Gasoline,Manual,4.7,
Nissan,Micra,2007,4,1.5,Diesel,Manual,4.75,
Nissan,Micra,2010,4,1.5,Diesel,Manual,4.75,
Nissan,Bluebird,1991,4,2,Gasoline,Automatic,4.75,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,4.75,
Nissan,Bluebird,1997,4,2,Gasoline,Manual,4.75,
Nissan,Micra,2020,3,1,Gasoline,Manual,4.8,
Nissan,March,2005,4,1.5,Diesel,Manual,4.8,
Nissan,Micra,2007,4,1.5,Diesel,Manual,4.8,
Nissan,Micra,2010,4,1.5,Diesel,Manual,4.8,
Nissan,Pulsar,1990,4,1.6,Gasoline,Automatic,4.8,
Nissan,Bluebird,1991,4,2,Gasoline,Automatic,4.8,
Nissan,Bluebird,1991,4,2,Gasoline,Manual,4.8,
Nissan,Pulsar,1995,4,1.5,Gasoline,Manual,4.85,
Nissan,Qashqai,2014,4,1.6,Diesel,Manual,4.85,
Nissan,Qashqai,2020,4,1.6,Diesel,Automatic,4.85,
Nissan,Pulsar,1995,4,1.3,Gasoline,Manual,4.9,
Nissan,Pulsar,1990,4,1.6,Gasoline,Automatic,4.9,
Nissan,Note,2016,3,1.2,Gasoline,Manual,4.95,109
Nissan,Note,2020,4,1.2,Gasoline,Manual,4.95,
Nissan,Juke,2014,4,1.5,Diesel,Manual,5,
Nissan,Bluebird,1997,4,1.8,Gasoline,Automatic,5,
Nissan,Gloria,1999,6,2,Gasoline,Automatic,5,
Nissan,Almera,2006,4,1.5,Diesel,Manual,5.05,
Nissan,Sunny,2009,4,1.5,Diesel,Manual,5.05,
Nissan,Qashqai,2020,4,1.6,Diesel,Automatic,5.05,
Nissan,Qashqai,2020,4,1.6,Diesel,Manual,5.05,
Nissan,Stanza,1992,4,2.4,Gasoline,Automatic,5.05,
Nissan,Qashqai,2014,4,1.5,Diesel,Manual,5.1,
Nissan,Qashqai+2,2013,4,1.5,diesel,Manual,5.1,
Nissan,Qashqai,2020,4,1.6,Diesel,Manual,5.1,
Nissan,X-Trail,2020,4,1.6,Diesel,Manual,5.1,
Nissan,Laurel,2002,6,2.5,Gasoline,Automatic,5.1,
Nissan,Dualis,2014,4,1.5,Diesel,Manual,5.15,
Nissan,Cedric,2009,6,2,Gasoline,Automatic,5.15,
Nissan,March,2020,3,1.2,Gasoline,Automatic,5.2,
Nissan,March,2020,3,1.2,Gasoline,Manual,5.2,
Nissan,Micra,2013,3,1.2,Gasoline,Manual,5.2,115
Nissan,Micra,2013,3,1.2,Gasoline,Manual,5.2,
Nissan,Micra,2016,3,1.2,Gasoline,Automatic,5.2,
Nissan,Micra,2016,3,1.2,Gasoline,Manual,5.2,
Nissan,Dualis,2014,4,1.6,Diesel,Manual,5.2,
Nissan,Kubistar,2008,4,1.5,Diesel,Manual,5.25,
Nissan,Note,2009,4,1.5,Diesel,Manual,5.25,
Nissan,X-Trail,2020,4,1.6,Diesel,Automatic,5.25,
Nissan,Bluebird,1991,4,2,Diesel,Manual,5.25,
Nissan,Datsun,2002,4,2.4,Gasoline,Manual,5.25,
Nissan,Pulsar,2018,4,1.2,Gasoline,Manual,5.3,117
Nissan,Note,2009,4,1.5,Diesel,Manual,5.3,
Nissan,March,2002,4,1.5,Diesel,Manual,5.3,
Nissan,March,2000,4,1.5,Diesel,Manual,5.3,
Nissan,Micra,1997,4,1.5,diesel,Manual,5.3,
Nissan,Micra,1999,4,1.5,Diesel,Manual,5.3,
Nissan,Micra,2003,4,1.5,Diesel,Manual,5.3,
Nissan,Terrano,1996,4,2.7,diesel,Manual,5.3,
Nissan,Terrano,2006,4,2.7,diesel,Manual,5.3,
Nissan,Terrano,1999,4,2.7,diesel,Manual,5.3,
Nissan,Note,2016,3,1.2,Gasoline,Automatic,5.35,119
Nissan,NV200,2020,4,1.5,Diesel,Manual,5.35,
Nissan,Bluebird,1991,4,1.6,Gasoline,Manual,5.35,
Nissan,Qashqai,2014,4,1.6,Diesel,Manual,5.35,
Nissan,March,1992,4,1,Gasoline,Manual,5.4,
Nissan,Pulsar,2018,4,1.2,Gasoline,Automatic,5.4,119
Nissan,Note,2020,4,1.2,Gasoline,Automatic,5.4,
Nissan,Kubistar,2008,4,1.5,Diesel,Manual,5.4,
Nissan,Pulsar,1997,4,1.5,Gasoline,Automatic,5.4,
Nissan,Pulsar,1997,4,1.5,Gasoline,Manual,5.4,
Nissan,Pulsar,2000,4,1.5,Gasoline,Automatic,5.4,
Nissan,Pulsar,2000,4,1.5,Gasoline,Manual,5.4,
Nissan,Pulsar,1997,4,1.6,Gasoline,Manual,5.4,
Nissan,Pulsar,2000,4,1.6,Gasoline,Manual,5.4,
Nissan,Dualis,2014,4,1.6,Diesel,Manual,5.4,
Nissan,Bluebird,1997,4,2,Gasoline,Automatic,5.4,
Nissan,Laurel,2002,6,2.5,Gasoline,Automatic,5.4,
Nissan,Dualis,2014,4,1.5,Diesel,Manual,5.45,
Nissan,Qashqai,2014,4,1.6,Diesel,Manual,5.45,
Nissan,Qashqai+2,2013,4,1.6,diesel,Manual,5.45,
Nissan,March,2013,4,1.2,Gasoline,Automatic,5.5,
Nissan,Dualis,2014,4,1.5,Diesel,Manual,5.5,
Nissan,X-Trail,2020,4,1.6,Diesel,Manual,5.5,
Nissan,Expert,2007,4,2.2,Diesel,Manual,5.5,
Nissan,Micra,1992,4,1,Gasoline,Manual,5.55,
Nissan,Bluebird,1991,4,2,Diesel,Automatic,5.55,
Nissan,Datsun,2002,4,2.4,Gasoline,Automatic,5.55,
Nissan,Cedric,2004,6,2.5,Gasoline,Automatic,5.55,
Nissan,Pao,1990,4,1,Gasoline,Automatic,5.6,
Nissan,March,1992,4,1,Gasoline,Automatic,5.6,
Nissan,Dualis,2010,4,1.5,Diesel,Manual,5.6,
Nissan,Qashqai,2010,4,1.5,Diesel,Manual,5.6,
Nissan,Qashqai,2014,4,1.5,Diesel,Manual,5.6,
Nissan,Pixo,2013,3,1,Gasoline,Automatic,5.61,
Nissan,March,2020,3,1.2,Gasoline,Automatic,5.65,
Nissan,Micra,2013,3,1.2,Gasoline,Automatic,5.65,125
Nissan,Micra,2016,3,1.2,Gasoline,Automatic,5.65,
Nissan,Micra,1992,4,1,Gasoline,Manual,5.7,
Nissan,March,2013,4,1.2,Gasoline,Automatic,5.7,
Nissan,Cube,2003,4,1.3,Gasoline,Automatic,5.7,
Nissan,Kubistar,2008,4,1.5,Diesel,Manual,5.7,
Nissan,Almera,2000,4,2,Diesel,Manual,5.7,
Nissan,March,1992,4,1,Gasoline,Automatic,5.75,
Nissan,Micra,1997,4,1.3,Gasoline,Manual,5.75,
Nissan,200SX,2002,4,2,Gasoline,Automatic,4,
Nissan,240SX,1998,4,2,Gasoline,Automatic,4,
Nissan,Pulsar,1990,4,1.6,Gasoline,Manual,4.05,
Nissan,Bluebird,1997,4,1.6,Gasoline,Automatic,4.1,
Nissan,200SX,2002,4,2,Gasoline,Manual,4.15,
Nissan,240SX,1998,4,2,Gasoline,Manual,4.15,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,4.2,
Nissan,Bluebird,1997,4,1.8,Gasoline,Manual,4.2,
Nissan,Juke,2020,4,1.5,Diesel,Manual,4.25,
Nissan,Pulsar,2000,4,1.5,Gasoline,Manual,4.25,
Nissan,Pulsar,1997,4,1.5,Gasoline,Manual,4.3,
Nissan,Bluebird,1991,4,1.8,Gasoline,Manual,4.3,
Nissan,Bluebird,1991,4,2,Gasoline,Automatic,4.3,
Nissan,Bluebird,2001,4,2,Gasoline,Automatic,4.3,
Nissan,Liberty,2020,4,2,Gasoline,Automatic,4.3,
Nissan,March,1997,4,1.3,Gasoline,Manual,5.8,
Nissan,Micra,1997,4,1.3,Gasoline,Manual,5.8,
