brand,Model,year,number_of_cylinders,engine_capacity_in_liters,engine_type,transmission,mixed_fuel_consumption_per_100_km_l,CO2_emissions_g/km
Volkswagen,Caravelle,2004,4,1.9,Diesel,Manual,6.9,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,6.9,
Volkswagen,Jetta,2005,4,1.9,Diesel,Automatic,6.9,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,6.9,
Volkswagen,Caddy,2015,4,1.2,Gasoline,Manual,6.95,
Volkswagen,Golf,2006,4,1.4,Gasoline,Manual,6.95,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,6.95,
Volkswagen,Jetta,1998,4,1.9,Diesel,Automatic,6.95,
Volkswagen,Jetta,2005,4,1.9,Diesel,Automatic,6.95,
Volkswagen,Sharan,2000,4,1.9,Diesel,Automatic,6.95,
Volkswagen,Sharan,2000,4,1.9,Diesel,Manual,6.95,
Volkswagen,Vento,1998,4,1.9,Diesel,Automatic,6.95,
Volkswagen,Golf,2020,4,2,Gasoline,Manual,6.95,
Volkswagen,Beetle,2020,4,1.4,Gasoline,Manual,7,
Volkswagen,Eos,2010,4,1.4,Gasoline,Manual,7,
Volkswagen,Polo,2002,4,1.4,Gasoline,Automatic,7,
Volkswagen,Polo,2005,4,1.4,Gasoline,Manual,7,
Volkswagen,Polo,2005,4,1.4,Gasoline,Automatic,7,
Volkswagen,Jetta,1998,4,1.6,Gasoline,Manual,7,
Volkswagen,Vento,1998,4,1.6,Gasoline,Manual,7,
Volkswagen,Vento,1998,4,1.8,Gasoline,Manual,7,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,7,
Volkswagen,Caddy,2004,4,1.9,Diesel,Manual,7,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,7,
Volkswagen,Jetta,2005,4,1.9,Diesel,Automatic,7,
Volkswagen,California,2020,4,2,Diesel,Manual,7,
Volkswagen,Touran,2010,4,2,Diesel,Manual,7,
Volkswagen,Gol,2005,4,1,Gasoline,Manual,7.05,
Volkswagen,Parati,2005,4,1,Gasoline,Manual,7.05,
Volkswagen,Caddy,2015,4,1.2,Gasoline,Manual,7.05,
Volkswagen,Eos,2010,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Golf,2015,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Jetta,2011,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Passat,2010,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Polo,2009,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Scirocco,2015,4,1.4,Gasoline,Manual,7.05,
Volkswagen,Jetta,1992,4,1.6,Diesel,Manual,7.05,
Volkswagen,Golf,2017,4,1.6,Gasoline,Automatic,7.05,
Volkswagen,Beetle,2005,4,1.9,Diesel,Automatic,7.05,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,7.05,
Volkswagen,Golf,2006,4,1.9,Diesel,Automatic,7.05,
Volkswagen,Jetta,2005,4,1.9,Diesel,Automatic,7.05,
Volkswagen,Caravelle,2004,4,2.5,Diesel,Manual,7.05,
Volkswagen,Gol,2005,4,1,Gasoline,Manual,7.1,
Volkswagen,Golf,2006,4,1.4,Gasoline,Manual,7.1,
Volkswagen,Polo,2005,4,1.4,Gasoline,Manual,7.1,
Volkswagen,Tiguan,2011,4,1.4,Gasoline,Manual,7.1,
Volkswagen,Jetta,2014,4,1.6,Gasoline,Manual,7.1,
Volkswagen,Jetta,2018,4,1.6,Gasoline,Manual,7.1,
Volkswagen,Bora,2005,4,1.9,Diesel,Automatic,7.1,
Volkswagen,Passat,2000,4,1.9,Diesel,Automatic,7.1,
Volkswagen,Sharan,2003,4,1.9,Diesel,Manual,7.1,
Volkswagen,California,2020,4,2,Diesel,Manual,7.1,
Volkswagen,Passat,2010,4,2,Diesel,Manual,7.1,
Volkswagen,Polo,2009,4,1.4,Gasoline,Manual,7.13,
Volkswagen,Caddy,2015,4,1.2,Gasoline,Manual,7.15,
Volkswagen,Eos,2010,4,1.4,Gasoline,Manual,7.15,
Volkswagen,Fox,2009,4,1.4,Gasoline,Manual,7.15,
Volkswagen,Golf,2015,4,1.4,Gasoline,Manual,7.15,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,7.15,
Volkswagen,Polo,2009,4,1.4,Gasoline,Manual,7.15,
Volkswagen,Golf,2009,4,1.6,Gasoline,Manual,7.15,
Volkswagen,Golf,1998,4,1.9,Diesel,Automatic,7.15,
Volkswagen,Passat,2010,4,2,Diesel,Manual,7.15,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,7.15,
Volkswagen,Touareg,2020,6,3,Diesel,Automatic,7.15,
Volkswagen,Gol,1999,4,1,Gasoline,Manual,7.2,
Volkswagen,Gol,2005,4,1,Gasoline,Manual,7.2,
Volkswagen,Beetle,2020,4,1.4,Gasoline,Manual,7.2,
Volkswagen,Bora,2005,4,1.4,Gasoline,Manual,7.2,
Volkswagen,Eos,2020,4,1.4,Gasoline,Manual,7.2,
Volkswagen,Jetta,2005,4,1.4,Gasoline,Manual,7.2,
Volkswagen,Lupo,2005,4,1.4,Gasoline,Manual,7.2,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,7.2,
Volkswagen,Tiguan,2020,4,1.4,Gasoline,Manual,7.2,
Volkswagen,California,2020,4,2,Diesel,Manual,7.2,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,7.2,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.25,
Volkswagen,Passat,2010,4,1.4,Gasoline,Manual,7.25,
Volkswagen,Touran,2015,4,1.4,Gasoline,Manual,7.25,
Volkswagen,Gol,1999,4,1.6,Gasoline,Manual,7.25,
Volkswagen,Golf,2006,4,1.4,Gasoline,Manual,7.3,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.3,
Volkswagen,Polo,2002,4,1.4,Gasoline,Manual,7.3,
Volkswagen,Polo,2009,4,1.4,Gasoline,Manual,7.3,
Volkswagen,Touran,2010,4,1.4,Gasoline,Manual,7.3,
Volkswagen,Jetta,2011,4,1.6,Gasoline,Manual,7.3,
Volkswagen,Passat,2000,4,1.9,Diesel,Automatic,7.3,
Volkswagen,Passat,2005,4,1.9,Diesel,Automatic,7.3,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,7.3,
Volkswagen,Citi Golf,2009,4,1.3,Gasoline,Manual,7.35,
Volkswagen,Gol,2005,4,1,Gasoline,Manual,7.4,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.4,
Volkswagen,Citi Golf,2009,4,1.4,Gasoline,Manual,7.4,
Volkswagen,Gol,2005,4,1.6,Gasoline,Manual,7.4,
Volkswagen,Parati,2005,4,1.6,Gasoline,Manual,7.4,
Volkswagen,Golf,2006,4,1.6,Gasoline,Manual,7.4,
Volkswagen,Polo,2009,4,1.6,Gasoline,Automatic,7.4,
Volkswagen,Polo,2009,4,1.6,Gasoline,Manual,7.4,
Volkswagen,Passat,2000,4,1.9,Diesel,Automatic,7.4,
Volkswagen,Passat,2005,4,1.9,Diesel,Automatic,7.4,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,7.4,
Volkswagen,Parati,2005,4,1,Gasoline,Manual,7.45,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.45,
Volkswagen,Jetta,2011,4,1.4,Gasoline,Manual,7.45,
Volkswagen,Golf,1998,4,1.4,Gasoline,Manual,7.45,
Volkswagen,Tiguan,2020,4,2,Gasoline,Manual,7.45,
Volkswagen,Beetle,2005,4,1.4,Gasoline,Manual,7.5,
Volkswagen,Beetle,2010,4,1.4,Gasoline,Manual,7.5,
Volkswagen,Beetle,2010,4,1.4,Gasoline,Manual,7.5,
Volkswagen,Polo,2001,4,1.4,Gasoline,Manual,7.5,
Volkswagen,Polo,2009,4,1.4,Gasoline,Automatic,7.5,
Volkswagen,Jetta,1992,4,1.6,Gasoline,Automatic,7.5,
Volkswagen,Jetta,1992,4,1.6,Gasoline,Manual,7.5,
Volkswagen,Bora,2005,4,1.6,Gasoline,Manual,7.5,
Volkswagen,Golf,2006,4,1.6,Gasoline,Manual,7.5,
Volkswagen,Jetta,2005,4,1.6,Gasoline,Manual,7.5,
Volkswagen,Polo,2001,4,1.6,Gasoline,Manual,7.5,
Volkswagen,Vento,1998,4,1.8,Gasoline,Automatic,7.5,
Volkswagen,Vento,1998,4,1.8,Gasoline,Manual,7.5,
Volkswagen,Passat CC,2012,4,1.8,Gasoline,Manual,7.5,
Volkswagen,Passat,2000,4,1.9,Diesel,Automatic,7.5,
Volkswagen,Sharan,2010,4,1.9,Diesel,Manual,7.5,
Volkswagen,Sharan,2003,4,1.9,Diesel,Manual,7.5,
Volkswagen,Eos,2020,4,2,Gasoline,Manual,7.5,
Volkswagen,Passat,2005,6,2.5,Diesel,Manual,7.5,
Volkswagen,Polo,2005,4,1.4,Gasoline,Automatic,7.55,
Volkswagen,Polo,2009,4,1.4,Gasoline,Automatic,7.55,
Volkswagen,Caddy,2020,4,1.6,Gasoline,Manual,7.55,
Volkswagen,Passat,2015,4,1.8,Gasoline,Manual,7.55,
Volkswagen,Tiguan,2011,4,2,Diesel,Automatic,7.55,
Volkswagen,Tiguan,2017,4,2,Diesel,Automatic,7.55,
Volkswagen,Gol,2005,4,1,Gasoline,Manual,7.6,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.6,
Volkswagen,Jetta,2011,4,1.4,Gasoline,Manual,7.6,
Volkswagen,Touran,2015,4,1.4,Gasoline,Manual,7.6,
Volkswagen,Golf,2009,4,1.6,Gasoline,Manual,7.6,
Volkswagen,Jetta,2014,4,1.6,Gasoline,Automatic,7.6,
Volkswagen,Jetta,2018,4,1.6,Gasoline,Automatic,7.6,
Volkswagen,Polo,2009,4,1.6,Gasoline,Manual,7.6,
Volkswagen,Polo,2015,4,1.6,Gasoline,Automatic,7.6,
Volkswagen,Golf,1998,4,1.9,Diesel,Automatic,7.6,
Volkswagen,Sharan,2003,4,1.9,Diesel,Automatic,7.6,
Volkswagen,Passat,2005,6,2.5,Diesel,Manual,7.6,
Volkswagen,Touareg,2014,6,3,Diesel,Automatic,7.6,
Volkswagen,Beetle,2005,4,1.4,Gasoline,Manual,7.65,
Volkswagen,Beetle,2010,4,1.4,Gasoline,Manual,7.65,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.65,
Volkswagen,Jetta,2011,4,1.4,Gasoline,Manual,7.65,
Volkswagen,Sharan,2015,4,1.4,Gasoline,Automatic,7.65,
Volkswagen,Sharan,2015,4,1.4,Gasoline,Manual,7.65,
Volkswagen,Golf,2015,4,1.6,Gasoline,Manual,7.65,
Volkswagen,Lupo,2005,4,1.6,Gasoline,Manual,7.65,
Volkswagen,Polo,2001,4,1.6,Gasoline,Manual,7.65,
Volkswagen,Polo,2002,4,1.6,Gasoline,Manual,7.65,
Volkswagen,Tiguan,2011,4,2,Diesel,Manual,7.65,
Volkswagen,Golf,2017,4,2,Gasoline,Manual,7.65,
Volkswagen,Passat,2000,6,2.5,Diesel,Manual,7.65,
Volkswagen,Passat,2005,6,2.5,Diesel,Manual,7.65,
Volkswagen,Touareg,2014,6,3,Diesel,Automatic,7.65,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.7,
Volkswagen,Jetta,1992,4,1.6,Diesel,Automatic,7.7,
Volkswagen,Citi Golf,2009,4,1.6,Gasoline,Manual,7.7,
Volkswagen,Caddy,2020,4,1.6,Gasoline,Manual,7.7,
Volkswagen,Passat,2005,4,1.9,Diesel,Automatic,7.7,
Volkswagen,Amarok,2020,4,2,Diesel,Manual,7.7,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,7.7,
Volkswagen,Eos,2010,4,2,Gasoline,Manual,7.7,
Volkswagen,Passat,2005,6,2.5,Diesel,Manual,7.7,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.75,
Volkswagen,Golf,2015,4,1.6,Gasoline,Manual,7.75,
Volkswagen,Amarok,2020,4,2,Diesel,Manual,7.75,
Volkswagen,Jetta,2014,4,2,Gasoline,Manual,7.75,
Volkswagen,Lupo,2005,4,1.4,Gasoline,Automatic,7.8,
Volkswagen,Tiguan,2011,4,1.4,Gasoline,Manual,7.8,
Volkswagen,Touran,2010,4,1.4,Gasoline,Manual,7.8,
Volkswagen,Golf,1998,4,1.6,Gasoline,Manual,7.8,
Volkswagen,Polo,2001,4,1.6,Gasoline,Manual,7.8,
Volkswagen,Gol,2005,4,1.8,Gasoline,Manual,7.8,
Volkswagen,Parati,2005,4,1.8,Gasoline,Manual,7.8,
Volkswagen,Pointer,2008,4,1.8,Gasoline,Manual,7.8,
Volkswagen,Passat,2005,4,1.9,Diesel,Automatic,7.8,
Volkswagen,Caravelle,2015,4,2,Diesel,Manual,7.8,
Volkswagen,Caravelle,2020,4,2,Diesel,Manual,7.8,
Volkswagen,Multivan,2015,4,2,Diesel,Manual,7.8,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,7.8,
Volkswagen,Transporter,2020,4,2,Diesel,Manual,7.8,
Volkswagen,Passat,2015,4,2,Gasoline,Manual,7.8,
Volkswagen,Caravelle,2004,4,2.4,Diesel,Manual,7.8,
Volkswagen,Golf,2009,4,1.4,Gasoline,Manual,7.85,
Volkswagen,Jetta,2011,4,1.4,Gasoline,Manual,7.85,
Volkswagen,Touran,2006,4,1.6,Gasoline,Manual,7.85,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,7.85,
Volkswagen,Golf,2009,4,2,Gasoline,Manual,7.85,
Volkswagen,Passat CC,2012,4,2,Gasoline,Manual,7.85,
Volkswagen,Quantum,2003,4,1.8,Gasoline,Manual,7.9,
Volkswagen,Passat,2010,4,1.8,Gasoline,Manual,7.9,
Volkswagen,Passat CC,2012,4,1.8,Gasoline,Manual,7.9,
Volkswagen,Passat CC,2017,4,1.8,Gasoline,Manual,7.9,
Volkswagen,Caravelle,2009,5,1.9,Diesel,Manual,7.9,
Volkswagen,Amarok,2016,4,2,diesel,Manual,7.9,199
Volkswagen,Amarok,2016,4,2,Diesel,Manual,7.9,
Volkswagen,Golf,2015,4,2,Gasoline,Manual,7.9,
Volkswagen,Caddy,1992,4,1.5,Gasoline,Manual,7.95,
Volkswagen,Golf,2009,4,1.6,Gasoline,Manual,7.95,
Volkswagen,Jetta,2011,4,1.6,Gasoline,Manual,7.95,
Volkswagen,Lupo,2005,4,1.6,Gasoline,Manual,7.95,
Volkswagen,Polo,2001,4,1.6,Gasoline,Manual,7.95,
Volkswagen,Caravelle,2015,4,2,Diesel,Manual,7.95,
Volkswagen,Caravelle,2020,4,2,Diesel,Manual,7.95,
Volkswagen,Multivan,2015,4,2,Diesel,Manual,7.95,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,7.95,
Volkswagen,Transporter,2020,4,2,Diesel,Manual,7.95,
Volkswagen,Caravelle,2004,4,2.5,Diesel,Manual,7.95,
Volkswagen,Amarok,2020,6,3,Diesel,Automatic,7.95,
Volkswagen,Caddy,1992,4,1.3,Gasoline,Manual,8,
Volkswagen,Touran,2006,4,1.4,Gasoline,Manual,8,
Volkswagen,Golf,2009,4,1.6,Gasoline,Manual,8,
Volkswagen,Jetta,1992,4,1.8,Gasoline,Manual,8,
Volkswagen,California,2009,4,1.9,Diesel,Manual,8,
Volkswagen,Transporter,2009,4,1.9,Diesel,Manual,8,
Volkswagen,Amarok,2016,4,2,Diesel,Manual,8,
Volkswagen,California,2020,4,2,Diesel,Manual,8,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,8,
Volkswagen,Multivan,2003,4,2.5,Diesel,Manual,8,
Volkswagen,Transporter,2003,5,2.5,Gasoline,Manual,8,
Volkswagen,Polo,2002,4,1.4,Gasoline,Manual,8.05,
Volkswagen,Caddy,2004,4,1.4,Gasoline,Manual,8.05,
Volkswagen,Passat,1993,4,1.6,Gasoline,Manual,8.05,
Volkswagen,Passat,2010,4,1.6,Gasoline,Manual,8.05,
Volkswagen,Amarok,2016,4,2,Diesel,Manual,8.05,
Volkswagen,Amarok,2016,4,2,diesel,Manual,8.05,199
Volkswagen,Transporter,2015,4,2,Diesel,Manual,8.05,
Volkswagen,Amarok,2016,4,2,Gasoline,Manual,8.05,
Volkswagen,Beetle,2020,4,2,Gasoline,Manual,8.05,
Volkswagen,Beetle,2005,4,1.6,Gasoline,Manual,8.1,
Volkswagen,Beetle,2010,4,1.6,Gasoline,Manual,8.1,
Volkswagen,Beetle,2010,4,1.6,Gasoline,Manual,8.1,
Volkswagen,Caddy,1992,4,1.6,Gasoline,Manual,8.1,
Volkswagen,Golf,2015,4,1.6,Gasoline,Manual,8.1,
Volkswagen,Caddy,1992,4,1.8,Gasoline,Manual,8.1,
Volkswagen,Passat CC,2012,4,1.8,Gasoline,Manual,8.1,
Volkswagen,California,2009,4,1.9,Diesel,Manual,8.1,
Volkswagen,Caravelle,2009,5,1.9,Diesel,Manual,8.1,
Volkswagen,Multivan,2009,4,1.9,Diesel,Manual,8.1,
Volkswagen,Gol,1999,4,2,Gasoline,Manual,8.1,
Volkswagen,Gol,2005,4,2,Gasoline,Manual,8.1,
Volkswagen,Parati,2005,4,2,Gasoline,Manual,8.1,
Volkswagen,Touran,2006,4,2,Gasoline,Manual,8.1,
Volkswagen,Bora,2005,4,1.6,Gasoline,Manual,8.15,
Volkswagen,Jetta,2005,4,1.6,Gasoline,Manual,8.15,
Volkswagen,Eos,2010,4,1.6,Gasoline,Manual,8.15,
Volkswagen,Golf,2009,4,1.6,Gasoline,Automatic,8.15,
Volkswagen,Passat,2010,4,1.6,Gasoline,Manual,8.15,
Volkswagen,Amarok,2016,4,2,Diesel,Manual,8.15,
Volkswagen,California,2020,4,2,Diesel,Manual,8.15,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,8.15,
Volkswagen,Transporter,2020,4,2,Diesel,Manual,8.15,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,8.15,
Volkswagen,Touareg,2014,6,3,Hybrid,Automatic,8.3,
Volkswagen,Touareg,2018,6,3,Hybrid,Automatic,8.3,
Volkswagen,Golf,2006,4,1.8,Gasoline,Manual,8.35,
Volkswagen,Amarok,2016,4,2,Diesel,Manual,8.35,
Volkswagen,Amarok,2016,4,2,Diesel,Automatic,8.35,
Volkswagen,Amarok,2016,4,2,diesel,Manual,8.35,208
Volkswagen,Transporter,2020,4,2,Diesel,Manual,8.35,
Volkswagen,Jetta,2011,4,2,Gasoline,Manual,8.35,
Volkswagen,Passat,2015,4,2,Gasoline,Manual,8.35,
Volkswagen,Tiguan,2017,4,1.4,Gasoline,Manual,8.4,
Volkswagen,Citi Golf,2009,4,1.6,Gasoline,Manual,8.4,
Volkswagen,Golf,2009,4,1.6,Gasoline,Manual,8.4,
Volkswagen,Golf,2006,4,1.8,Gasoline,Manual,8.4,
Volkswagen,Passat,2010,4,1.8,Gasoline,Manual,8.4,
Volkswagen,Amarok,2016,4,2,Diesel,Manual,8.4,
Volkswagen,Amarok,2020,4,2,Diesel,Automatic,8.4,
Volkswagen,Passat,2000,6,2.5,Diesel,Manual,8.4,
Volkswagen,Caravelle,1991,4,1.6,Diesel,Manual,8.45,
Volkswagen,Multivan,1992,4,1.6,Diesel,Manual,8.45,
Volkswagen,Passat,2010,4,1.6,Gasoline,Manual,8.45,
Volkswagen,Polo,2001,4,1.6,Gasoline,Manual,8.45,
Volkswagen,Bora,2005,4,1.8,Gasoline,Manual,8.45,
Volkswagen,Golf,2006,4,1.8,Gasoline,Manual,8.45,
Volkswagen,Jetta,2005,4,1.8,Gasoline,Manual,8.45,
Volkswagen,Polo,2009,4,1.8,Gasoline,Manual,8.45,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,8.45,
Volkswagen,Multivan,2003,4,2.5,Diesel,Manual,8.45,
Volkswagen,Passat,2005,6,2.5,Diesel,Manual,8.45,
Volkswagen,Caddy,2010,4,1.4,Gasoline,Manual,8.5,
Volkswagen,Golf,1998,4,1.6,Gasoline,Manual,8.5,
Volkswagen,Golf,2009,4,1.6,Gasoline,Automatic,8.5,
Volkswagen,Passat,2000,4,1.8,Gasoline,Manual,8.5,
Volkswagen,Passat,2005,4,1.8,Gasoline,Manual,8.5,
Volkswagen,Polo,2009,4,1.8,Gasoline,Manual,8.5,
Volkswagen,Corrado,1995,4,2,Gasoline,Automatic,8.5,
Volkswagen,Corrado,1995,4,2,Gasoline,Manual,8.5,
Volkswagen,Transporter,2003,5,2.5,Diesel,Automatic,8.5,
Volkswagen,Touran,2006,4,1.6,Gasoline,Manual,8.55,
Volkswagen,Passat,2010,4,1.6,Gasoline,Automatic,8.55,
Volkswagen,Golf,1998,4,1.8,Gasoline,Manual,8.55,
Volkswagen,Jetta,2005,4,1.8,Gasoline,Manual,8.55,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,8.55,
Volkswagen,Transporter,2020,4,2,Diesel,Manual,8.55,
Volkswagen,Eos,2010,4,2,Gasoline,Manual,8.55,
Volkswagen,Passat,2010,4,2,Gasoline,Manual,8.55,
Volkswagen,Passat CC,2012,4,2,Gasoline,Manual,8.55,
Volkswagen,Multivan,2009,5,2.5,Diesel,Manual,8.55,
Volkswagen,California,2003,5,2.5,Diesel,Manual,8.55,
Volkswagen,Golf,2006,4,1.6,Gasoline,Manual,8.6,
Volkswagen,Touran,2010,4,1.6,Gasoline,Manual,8.6,
Volkswagen,Transporter,2003,4,1.9,Diesel,Manual,8.6,
Volkswagen,Transporter,2009,4,1.9,Diesel,Manual,8.6,
Volkswagen,Golf,2006,4,2,Gasoline,Manual,8.6,
Volkswagen,Golf,2009,4,2,Gasoline,Manual,8.6,
Volkswagen,Passat,2010,4,2,Gasoline,Manual,8.6,
Volkswagen,Caravelle,2009,5,2.5,Diesel,Manual,8.6,
Volkswagen,Passat,2005,6,2.5,Diesel,Manual,8.6,
Volkswagen,Caddy,2010,4,1.4,Gasoline,Manual,8.65,
Volkswagen,Jetta,1998,4,1.6,Gasoline,Manual,8.65,
Volkswagen,Polo,2001,4,1.6,Gasoline,Automatic,8.65,
Volkswagen,Polo,2001,4,1.6,Gasoline,Manual,8.65,
Volkswagen,Vento,1998,4,1.6,Gasoline,Manual,8.65,
Volkswagen,Bora,2005,4,1.8,Gasoline,Manual,8.65,
Volkswagen,Golf,1998,4,1.8,Gasoline,Manual,8.65,
Volkswagen,Golf,2006,4,1.8,Gasoline,Manual,8.65,
Volkswagen,Multivan,2009,4,1.9,Diesel,Manual,8.65,
Volkswagen,Transporter,2015,4,2,Diesel,Manual,8.65,
Volkswagen,Bora,2005,4,2,Gasoline,Manual,8.65,
Volkswagen,Golf,2006,4,2,Gasoline,Manual,8.65,
Volkswagen,Jetta,2005,4,2,Gasoline,Manual,8.65,
Volkswagen,Beetle,2005,4,1.6,Gasoline,Manual,8.7,
Volkswagen,Beetle,2010,4,1.6,Gasoline,Automatic,8.7,
Volkswagen,Golf,2006,4,1.6,Gasoline,Automatic,8.7,
Volkswagen,Passat,1997,4,1.6,Gasoline,Manual,8.7,
Volkswagen,Caravelle,1991,4,1.7,Diesel,Manual,8.7,
Volkswagen,Multivan,1992,4,1.7,Diesel,Manual,8.7,
Volkswagen,Beetle,2005,4,1.8,Gasoline,Manual,8.7,
Volkswagen,Beetle,2010,4,1.8,Gasoline,Manual,8.7,
Volkswagen,Beetle,2010,4,1.8,Gasoline,Manual,8.7,
Volkswagen,Passat,2000,4,1.8,Gasoline,Manual,8.7,
Volkswagen,Passat,2005,4,1.8,Gasoline,Manual,8.7,
Volkswagen,California,2009,4,1.9,Diesel,Manual,8.7,
Volkswagen,Amarok,2016,4,2,Diesel,Automatic,8.7,
Volkswagen,Bora,2005,4,2,Gasoline,Manual,8.7,
Volkswagen,Jetta,2011,4,2,Gasoline,Manual,8.7,
Volkswagen,California,2003,5,2.5,Diesel,Manual,8.7,
Volkswagen,Passat,2000,6,2.5,Diesel,Manual,8.7,
Volkswagen,Passat,2005,6,2.5,Diesel,Automatic,8.7,
Volkswagen,California,2020,4,2,Diesel,Manual,8.75,
Volkswagen,Caravelle,2015,4,2,Diesel,Manual,8.75,
Volkswagen,Caravelle,2020,4,2,Diesel,Manual,8.75,
Volkswagen,Multivan,2015,4,2,Diesel,Manual,8.75,
Volkswagen,Transporter,2020,4,2,Diesel,Manual,8.75,
Volkswagen,Golf,1998,4,2,Gasoline,Manual,8.75,
Volkswagen,Golf,2006,4,2,Gasoline,Manual,8.75,
Volkswagen,Jetta,1998,4,2,Gasoline,Manual,8.75,
Volkswagen,Multivan,2020,4,2,Diesel,Manual,8.75,
Volkswagen,Passat,2005,4,2,Gasoline,Manual,8.75,
Volkswagen,Vento,1998,4,2,Gasoline,Manual,8.75,
Volkswagen,California,2003,5,2.5,Diesel,Manual,8.75,
Volkswagen,Passat,2000,6,2.5,Diesel,Automatic,8.75,
Volkswagen,Tiguan,2011,4,1.4,Gasoline,Manual,8.8,
Volkswagen,Golf,1998,4,1.6,Gasoline,Manual,8.8,
Volkswagen,Passat,2000,4,1.6,Gasoline,Manual,8.8,
Volkswagen,Passat,2005,4,1.6,Gasoline,Manual,8.8,
Volkswagen,Beetle,2010,4,1.8,Gasoline,Manual,8.8,
Volkswagen,Derby,2000,4,1.8,Gasoline,Manual,8.8,
Volkswagen,Golf,1998,4,1.8,Gasoline,Manual,8.8,
Volkswagen,Passat,1993,4,1.8,Gasoline,Manual,8.8,
Volkswagen,Passat,2000,4,1.8,Gasoline,Manual,8.8,
Volkswagen,Polo,2001,4,1.8,Gasoline,Manual,8.8,
Volkswagen,Passat,2010,4,1.8,Gasoline,Automatic,8.8,
Volkswagen,Amarok,2016,4,2,diesel,Automatic,8.8,221
Volkswagen,Golf,1998,4,2,Gasoline,Manual,8.8,
Volkswagen,Golf,2009,4,2,Gasoline,Manual,8.8,
Volkswagen,Jetta,2011,4,2,Gasoline,Manual,8.8,
Volkswagen,Caravelle,2009,5,2.5,Diesel,Automatic,8.8,
Volkswagen,Caravelle,2009,5,2.5,Diesel,Manual,8.8,
Volkswagen,Caravelle,2009,4,2.5,Diesel,Manual,8.8,
Volkswagen,Touareg,2010,6,3,Diesel,Automatic,8.8,
Volkswagen,Citi Golf,2009,4,1.4,Gasoline,Manual,8.85,
Volkswagen,Bora,2005,4,1.6,Gasoline,Automatic,8.85,
Volkswagen,Golf,2006,4,1.6,Gasoline,Automatic,8.85,
Volkswagen,Golf,2009,4,1.6,Gasoline,Automatic,8.85,
Volkswagen,Jetta,2005,4,1.6,Gasoline,Automatic,8.85,
Volkswagen,Jetta,2011,4,1.6,Gasoline,Automatic,8.85,
Volkswagen,Caddy,2010,4,1.6,Gasoline,Manual,8.85,
Volkswagen,Golf,1998,4,1.8,Gasoline,Manual,8.85,
Volkswagen,Jetta,1998,4,1.8,Gasoline,Manual,8.85,
Volkswagen,Transporter,2009,4,1.9,Diesel,Manual,8.85,
Volkswagen,Multivan,2015,4,2,Diesel,Manual,8.85,
Volkswagen,Eos,2010,4,2,Gasoline,Manual,8.85,
Volkswagen,Golf,1998,4,2,Gasoline,Manual,8.85,
Volkswagen,California,2009,5,2.5,Diesel,Manual,8.85,
Volkswagen,Passat,1997,4,1.6,Gasoline,Manual,8.9,
Volkswagen,Multivan,1992,4,1.7,Diesel,Manual,8.9,
Volkswagen,Passat,1993,4,1.8,Gasoline,Manual,8.9,
Volkswagen,Multivan,2003,4,1.9,Diesel,Manual,8.9,
Volkswagen,Eos,2010,4,2,Gasoline,Manual,8.9,
Volkswagen,Golf,1998,4,2,Gasoline,Manual,8.9,
Volkswagen,Golf,2009,4,2,Gasoline,Automatic,8.9,
Volkswagen,Passat,2005,4,2,Gasoline,Manual,8.9,
